,Gene_set,Term,Odds Ratio,Genes,Cluster,Count,-log10(adj p-value)
339,KEGG_2019_Mouse,Oxidative phosphorylation,5.422324387896931,NDUFB8;ATP6AP1;NDUFB6;NDUFA5;NDUFA12;NDUFB4;NDUFC1;COX6B2;NDUFS6;NDUFS4;NDUFAB1;ATP6V1E1;ATP6V1C1;ATP6V0E,44,14,4.002189204894803
340,KEGG_2019_Mouse,Ribosome,4.882151853184599,MRPS17;MRPS16;MRPS12;MRPL16;MRPL27;MRPS18A;MRPL24;MRPS6;MRPL21;MRPS18C;MRPL22;MRPL30;MRPL4;MRPS9;MRPL9,44,15,3.97953580669527
341,KEGG_2019_Mouse,RNA transport,4.42363024181206,PRMT5;NUP107;NXT1;NUP188;ELAC2;PHAX;THOC3;AAAS;XPOT;CLNS1A;GEMIN5;EIF4EBP2;NUP88;NUP43;EIF2B1;NUP37,44,16,3.9021372852614653
342,WikiPathways_2019_Mouse,Oxidative phosphorylation WP1248,6.795395395395396,NDUFB8;ATP6AP1;NDUFB6;NDUFA5;NDUFS6;NDUFS4;NDUFC1,44,7,1.878592830303576
343,WikiPathways_2019_Mouse,Eukaryotic Transcription Initiation WP567,6.324253839466821,ERCC3;GTF2B;POLR1C;TAF6;POLR2I;GTF2H3,44,6,1.6454670661110091
344,WikiPathways_2019_Mouse,Amino Acid metabolism WP662,4.047692093152977,WARS;HIBADH;IDH1;SMS;ACADM;ALDH18A1;IARS;ALDH7A1,44,8,1.6454670661110091
345,WikiPathways_2019_Mouse,Electron Transport Chain WP295,4.047692093152977,NDUFB6;NDUFA5;NDUFA12;NDUFS6;NDUFB4;NDUFS4;NDUFAB1;NDUFC1,44,8,1.6454670661110091
346,WikiPathways_2019_Mouse,Mismatch repair WP1257,17.82151589242054,RFC1;MSH2;RPA1,44,3,1.6454670661110091
347,GO_Biological_Process_2023,Calcium-Dependent Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules ,44.53640672124085,PCDHB2;PCDHGB4;PCDHB16;PCDHB14;PCDHB5;PCDHB3;PCDHB11,45,7,5.489961803078669
348,GO_Biological_Process_2023,Synapse Assembly ,17.63397129186603,NPAS4;PCDHB2;LGI2;PCDHB16;PCDHB14;PCDHB5;PCDHB3;PCDHB11;SHANK2,45,9,5.189293699100151
349,GO_Biological_Process_2023,Anterograde Trans-Synaptic Signaling ,7.879227053140097,SLC12A5;PCDHB2;NPBWR1;PCDHB16;PCDHB5;GAD2;PCDHB14;LPAR3;PCDHB3;PCDHB11;SLC1A6,45,11,3.7460731877922218
350,GO_Biological_Process_2023,Chemical Synaptic Transmission ,5.79789974242124,GRIN3B;SLC12A5;PCDHB2;NPBWR1;PCDHB16;GAD2;PCDHB14;PCDHB5;LPAR3;PCDHB3;PCDHB11;SLC1A6,45,12,3.0902264279102485
351,GO_Biological_Process_2023,Cell Junction Assembly ,9.83859649122807,PCDHB2;PCDHGB4;PCDHB16;PCDHB14;PCDHB5;PCDHB3;PCDHB11;SHANK2,45,8,3.0902264279102485
352,KEGG_2019_Mouse,Serotonergic synapse,6.682789067064857,CYP4X1;ALOX8;ALOX5;GNG8;ALOX12;SLC6A4;PTGS1,45,7,1.6317381589652813
353,WikiPathways_2019_Mouse,Eicosanoid Synthesis WP318,23.0,ALOX8;ALOX5;ALOX12;PTGS1,45,4,2.421217806513738
354,WikiPathways_2019_Mouse,Eicosanoid metabolism via Lipo Oxygenases ,17.24532710280374,ALOX8;ALOX5;LTB4R1;ALOX12,45,4,2.3168560566932475
355,GO_Biological_Process_2023,Response To Insulin ,10.253628857018688,SLC27A1;FER;SORT1;SORBS1;ZBTB7B;LPIN1;RHOQ;VAMP2,47,8,2.5097726108355665
356,GO_Biological_Process_2023,Neuron Differentiation ,21.912592592592592,FOXA1;EMX2;IRX5;PCSK9;VAX1;ISL2;SHH;FGF8;LHX2;LHX1;INSM1;WNT3;FOXA2,48,13,9.393300862642407
357,GO_Biological_Process_2023,Regulation Of Transcription By RNA Polymerase II ,5.331400966183575,FOXA1;MESP1;HOXD1;GATA2;DMBX1;SHH;SOX17;SIX2;ALX4;MSX1;OTX1;VRTN;TBX1;IRX5;FOXF1;EVX1;HNF1B;ETV2;ADRA2A;DMRTA2;ISL2;LHX2;FEV;LHX1;PGR;SP8;HOXB1;INSM1;HOXB6;MIXL1;FOXA2,48,31,7.98158942082276
358,GO_Biological_Process_2023,Regulation Of DNA-templated Transcription ,5.333315891371462,FOXA1;MESP1;CRABP2;HOXD1;DMBX1;SHH;SOX17;SIX2;ALX4;MSX1;OTX1;ASIC2;VRTN;TBX1;IRX5;FOXF1;EVX1;HNF1B;ETV2;ADRA2A;DMRTA2;LHX2;FEV;LHX1;PGR;SP8;HOXB1;HOXB6;MIXL1;FOXA2,48,30,7.923519869129439
359,GO_Biological_Process_2023,Generation Of Neurons ,15.162051282051282,EMX2;SHH;FGF8;IRX5;LHX2;LHX1;PCSK9;INSM1;VAX1;WNT3,48,10,5.9705857379378395
360,GO_Biological_Process_2023,Nervous System Development ,8.004050632911392,MESP1;CHRNA3;EMX2;PCSK9;GFRA3;VAX1;DMBX1;SHH;CYP26C1;DPYSL4;ALDH1A2;LHX1;ASIC2,48,13,5.090658128147251
361,GO_Molecular_Function_2023,Sequence-Specific Double-Stranded DNA Binding ,14.02804141501294,FOXA1;MESP1;HOXD1;GATA2;DMBX1;SOX17;SIX2;ALX4;MSX1;OTX1;ASIC2;TBX1;EMX2;IRX5;EVX1;ETV2;VAX1;ADRA2A;DMRTA2;ISL2;FEV;LHX1;SP8;HOXB1;HOXB6;MIXL1;FOXA2,48,27,16.781972054793208
362,GO_Molecular_Function_2023,RNA Polymerase II Transcription Regulatory Region Sequence-Specific DNA Binding ,11.385235661555932,FOXA1;MESP1;HOXD1;GATA2;DMBX1;SOX17;SIX2;ALX4;MSX1;OTX1;TBX1;EMX2;IRX5;FOXF1;EVX1;HNF1B;VAX1;ADRA2A;DMRTA2;LHX2;LHX1;PGR;SP8;HOXB1;INSM1;HOXB6;MIXL1;FOXA2,48,28,15.463337734477866
363,GO_Molecular_Function_2023,Double-Stranded DNA Binding ,13.428703703703704,FOXA1;TBX1;EMX2;IRX5;HOXD1;EVX1;ETV2;GATA2;VAX1;ADRA2A;DMBX1;DMRTA2;ISL2;FEV;LHX1;SIX2;ALX4;SP8;HOXB1;MSX1;OTX1;HOXB6;MIXL1;FOXA2,48,24,15.190527827514599
364,GO_Molecular_Function_2023,Sequence-Specific DNA Binding ,12.605093319379034,FOXA1;HOXD1;GATA2;DMBX1;SIX2;ALX4;MSX1;OTX1;TBX1;EMX2;IRX5;FOXF1;EVX1;ETV2;VAX1;ADRA2A;DMRTA2;ISL2;FEV;LHX1;SP8;HOXB1;HOXB6;MIXL1;FOXA2,48,25,15.190527827514599
365,GO_Molecular_Function_2023,Cis-Regulatory Region Sequence-Specific DNA Binding ,9.674934191284,FOXA1;TBX1;MESP1;EMX2;IRX5;FOXF1;HOXD1;EVX1;HNF1B;GATA2;VAX1;DMRTA2;ISL2;SOX17;SIX2;PGR;SP8;HOXB1;INSM1;OTX1;HOXB6;MIXL1;FOXA2,48,23,11.880100307067956
366,KEGG_2019_Mouse,Retinol metabolism,27.657585139318886,CYP26A1;CYP26C1;ALDH1A2,48,3,1.5804222357245388
367,KEGG_2019_Mouse,Taste transduction,21.011294117647054,GABBR2;ADCY8;ASIC2,48,3,1.5804222357245388
368,KEGG_2019_Mouse,Breast cancer,7.0111943838345505,FGF8;PGR;FGF3;WNT3;DLL3,48,5,1.5804222357245388
369,KEGG_2019_Mouse,Neuroactive ligand-receptor interaction,6.955948795180723,GABBR2;CHRNA3;GRM8;GRIN2C;ADRA2A,48,5,1.5804222357245388
370,WikiPathways_2019_Mouse,Dopaminergic Neurogenesis WP1498,39.39153439153439,SHH;FGF8;MSX1;FOXA2,48,4,3.6640149524342727
371,WikiPathways_2019_Mouse,Neural Crest Differentiation WP2074,14.09344314222363,DMBX1;FGF8;LHX2;LHX1;HOXB1;DLL3,48,6,3.6640149524342727
372,WikiPathways_2019_Mouse,Retinol metabolism WP1259,19.452287581699345,CYP26A1;CRABP2;ALDH1A2,48,3,1.9465169072272077
373,WikiPathways_2019_Mouse,"GPCRs, Class C Metabotropic glutamate, pheromone WP327",49.50498338870432,GABBR2;GRM8,48,2,1.8440775109420626
374,WikiPathways_2019_Mouse,Heart Development WP2067,13.118823529411763,SHH;FGF8;FOXA2,48,3,1.7094071625782605
375,KEGG_2019_Mouse,Complement and coagulation cascades,38.732698961937714,F7;F10;F2RL3,49,3,2.238099227813213
376,WikiPathways_2019_Mouse,Blood Clotting Cascade WP460,106.79285714285714,F7;F10,49,2,2.4035363150762716
377,WikiPathways_2019_Mouse,Non-odorant GPCRs WP1396,13.380252100840336,TMIGD3;ACKR1;F2RL3,49,3,1.9088671778080029
378,WikiPathways_2019_Mouse,Complement and Coagulation Cascades WP449,30.47142857142857,F7;F10,49,2,1.9088671778080029
379,WikiPathways_2019_Mouse,"GPCRs, Other WP41",24.365714285714287,TMIGD3;ACKR1,49,2,1.853533045119486
380,WikiPathways_2019_Mouse,"GPCRs, Class A Rhodopsin-like WP189",16.38131868131868,TMIGD3;F2RL3,49,2,1.6297016084458587
381,GO_Biological_Process_2023,Regulation Of Autophagy ,3.0945866570665252,VPS29;USP36;BAD;NPRL3;PIK3R4;HTRA2;PIK3R2;FOXK1;VPS26B;AMBRA1;MTMR4;GOLGA2;RPTOR;TRIM8;FLCN;KAT5;CCNY;RRAGC;DDIT3;KAT8;ABL2;SH3BP4;SMCR8,50,23,1.6957790115043454
382,GO_Biological_Process_2023,DNA Damage Response ,2.389371027832566,MUS81;PPP1R15A;SMG1;BLM;USP16;SPINDOC;OGG1;SUV39H1;BRAT1;HTRA2;XPC;TENT4A;CDKN2AIP;ALKBH3;RPTOR;HERC2;SLX4;KAT5;EP400;ARMT1;ZDHHC16;REXO4;RNF168;CUL4A;IRF3;DDIT3;TAOK2;NABP2;ATR;BCL2L1;TAF1,50,31,1.4897630049973967
383,GO_Biological_Process_2023,Cytosolic Transport ,3.752955600315264,VPS29;STX16;DENND2A;GOSR1;PIK3R4;VPS26B;RBSN;BET1L;AP4M1;GAK;ARFRP1;GGA1;VPS52;ANKFY1;TBC1D17,50,15,1.4897630049973967
384,GO_Biological_Process_2023,Protein Localization ,2.3979591836734695,VPS29;STX12;STX16;VPS26C;CBY1;VPS26B;MESD;NAPG;AP4M1;ARFRP1;GGA1;HERC2;GGA3;GRPEL1;ARFIP2;CEP250;TIMM17B;BBS2;CEP68;STK11IP;COG3;FAM91A1;TM9SF1;RRAGC;UNC50;RAB3GAP2;ATG4B;MAPRE1,50,28,1.3808220136630143
385,KEGG_2019_Mouse,Autophagy,3.6963106796116505,BAD;PIK3R4;TSC1;PIK3R2;AMBRA1;CFLAR;MTMR4;RPTOR;RRAGC;AKT1S1;ATG2A;ATG4B;NRBF2;ATG5;BCL2L1;ATG2B,50,16,2.1906464421286063
386,KEGG_2019_Mouse,Mitophagy,4.826227520711255,USP8;BCL2L13;SP1;CSNK2B;AMBRA1;TBC1D17;RELA;TBC1D15;ATG5;BCL2L1,50,10,1.8347671977961086
387,GO_Biological_Process_2023,Regulation Of Insulin-Like Growth Factor Receptor Signaling Pathway ,50.11784511784512,CDH3;IGFBP3;IGFBP2,51,3,1.3022816582082952
388,GO_Biological_Process_2023,Regulation Of Smooth Muscle Cell Migration ,30.058585858585857,IGFBP3;PDGFA;S100A11,51,3,1.3022816582082952
389,GO_Biological_Process_2023,Positive Regulation Of Cell Motility ,6.2335148215366,COL1A1;CLDN4;CAVIN1;PDGFC;PDGFA;THBS1;EPHA2,51,7,1.3022816582082952
390,GO_Biological_Process_2023,Positive Regulation Of Cellular Biosynthetic Process ,7.3845,KAT2B;CDH3;DDAH1;BCL3;THBS1;KLF2,51,6,1.3022816582082952
391,GO_Biological_Process_2023,L-ornithine Transmembrane Transport ,148.92,SLC7A1;SLC7A3,51,2,1.3022816582082952
392,GO_Molecular_Function_2023,Amino Acid Transmembrane Transporter Activity ,17.328279883381924,SLC6A15;SLC25A12;SLC7A1;SLC7A3,51,4,1.5807648023691858
393,GO_Molecular_Function_2023,Insulin-Like Growth Factor II Binding ,99.27333333333333,IGFBP3;IGFBP2,51,2,1.4020867866173685
394,GO_Molecular_Function_2023,L-lysine Transmembrane Transporter Activity ,74.45,SLC7A1;SLC7A3,51,2,1.4020867866173685
395,GO_Molecular_Function_2023,Protein Homodimerization Activity ,3.402356938560461,TPD52;SHMT2;STC2;BHLHE40;PDGFC;S100A6;HSPB1;PDGFA;COL9A2;THBS1;S100A11,51,11,1.4020867866173685
396,GO_Molecular_Function_2023,DNA-binding Transcription Factor Binding ,4.636412920713802,KAT2B;PURA;EPAS1;BCL3;BHLHE40;ESRRB;HSPB1,51,7,1.3221677057510595
397,WikiPathways_2019_Mouse,PluriNetWork WP1763,5.362903225806452,BCAM;KLF5;IGFBP3;PERP;ESRRB;PIM1;TFEB;KLF2;ICAM1,51,9,2.2490351117191736
398,WikiPathways_2019_Mouse,Lung fibrosis WP3632,13.646464646464649,PDGFA;MT2;CCN2,51,3,1.460899233515693
399,WikiPathways_2019_Mouse,Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP2841,4.316126315789473,COL1A1;EPAS1;ITGA3;PDGFC;PDGFA;THBS1;EPHA2,51,7,1.460899233515693
400,KEGG_2019_Mouse,Olfactory transduction,22.899590163934427,OLFR985;OLFR1494;OLFR986,52,3,1.851251631983395
401,GO_Biological_Process_2023,Regulation Of DNA-templated Transcription ,4.001896044458974,EOMES;TCF15;FOXI3;ZIC5;EPOP;GLI1;GRHL2;POU5F1;TBX3;GBX2;ZIC2;CDH1;SALL3;ZIC3;MYB;ZSCAN10;OTX2;TCFL5,53,18,2.405222424769819
402,GO_Biological_Process_2023,Regulation Of Transcription By RNA Polymerase II ,3.8032085895315086,EOMES;TCF15;FOXI3;ZIC5;EPOP;GLI1;GRHL2;POU5F1;TBX3;GBX2;ZIC2;EPCAM;SALL3;ZIC3;MYB;DNMT3B;OTX2;TCFL5,53,18,2.405222424769819
403,GO_Biological_Process_2023,Nervous System Development ,6.502447708055184,GBX2;ZIC2;CDH1;ZIC3;CRMP1;STMN3;ZIC5;GRHL2,53,8,1.9794388094500979
404,GO_Biological_Process_2023,Tripartite Regional Subdivision ,240.80645161290323,TDGF1;TBX3,53,2,1.9794388094500979
405,GO_Biological_Process_2023,"Anterior/Posterior Axis Specification, Embryo ",240.80645161290323,TDGF1;TBX3,53,2,1.9794388094500979
406,GO_Molecular_Function_2023,RNA Polymerase II Transcription Regulatory Region Sequence-Specific DNA Binding ,7.976071229827491,EOMES;TCF15;FOXI3;ZIC5;GLI1;GRHL2;POU5F1;TBX3;GBX2;ZIC2;SALL3;ZIC3;MYB;ZSCAN10;OTX2;TCFL5,53,16,6.384887078447844
407,GO_Molecular_Function_2023,RNA Polymerase II Cis-Regulatory Region Sequence-Specific DNA Binding ,8.050404805432228,EOMES;TCF15;FOXI3;ZIC5;GLI1;GRHL2;POU5F1;TBX3;ZIC2;SALL3;ZIC3;MYB;ZSCAN10;OTX2;TCFL5,53,15,6.310342968879596
408,GO_Molecular_Function_2023,Cis-Regulatory Region Sequence-Specific DNA Binding ,7.534878504672897,EOMES;FOXI3;ZIC5;GLI1;GRHL2;POU5F1;TBX3;ZIC2;SALL3;ZIC3;MYB;ZSCAN10;OTX2;TCFL5,53,14,5.7110288254542825
409,GO_Molecular_Function_2023,Sequence-Specific DNA Binding ,5.698187549251379,EOMES;GBX2;ZIC3;ZSCAN10;OTX2;ZIC5;GRHL2;POU5F1;TBX3;TCFL5,53,10,3.083430168589784
410,GO_Molecular_Function_2023,Pyridoxal Phosphate Binding ,52.40515222482435,GLDC;PSAT1;CTH,53,3,3.0149721778059955
411,KEGG_2019_Mouse,Signaling pathways regulating pluripotency of stem cells,10.824079485680889,ZIC3;FZD10;DUSP9;POU5F1;TBX3,53,5,2.03673955668175
412,KEGG_2019_Mouse,"Glycine, serine and threonine metabolism",23.639873083024856,GLDC;PSAT1;CTH,53,3,1.9468410008799009
413,KEGG_2019_Mouse,Nitrogen metabolism,40.10752688172043,CAR2;CAR4,53,2,1.5306648853684595
414,KEGG_2019_Mouse,Proximal tubule bicarbonate reclamation,28.301707779886147,CAR2;CAR4,53,2,1.3876166778796244
415,WikiPathways_2019_Mouse,PluriNetWork WP1763,12.971706454465076,GBX2;T;ZIC2;CDH1;SALL3;ZIC3;ZSCAN10;DNMT3B;OTX2;EPOP;POU5F1;TBX3,53,12,7.451479328819999
416,WikiPathways_2019_Mouse,Neural Crest Differentiation WP2074,16.13863537592351,FGF15;GBX2;CDH1;MYB;ZIC5,53,5,3.487240526511463
417,WikiPathways_2019_Mouse,Dopaminergic Neurogenesis WP1498,38.60138050043141,GBX2;OTX2;GLI1,53,3,3.0645173077137793
418,WikiPathways_2019_Mouse,Glutathione and one carbon metabolism WP730,19.23483870967742,CTH;DNMT3B,53,2,1.4528130657068996
419,GO_Biological_Process_2023,Golgi Vesicle Transport ,5.047077378960952,NAPA;BCAP31;TRAPPC3;TRAPPC1;SAR1A;PEF1;SURF4;USE1;YIF1B;DNM2;TRAPPC6A;RER1;VPS51;TRAPPC6B;LMAN2;KDELR2;TMED1;COPG1;YKT6;RAB8A;ARF5;ERGIC1,54,22,4.8657620703302245
420,GO_Biological_Process_2023,Endoplasmic Reticulum To Golgi Vesicle-Mediated Transport ,6.172555043522785,BCAP31;TRAPPC3;TRAPPC1;SAR1A;PEF1;USE1;YIF1B;TRAPPC6A;TRAPPC6B;LMAN2;KDELR2;TMED1;COPG1;YKT6;ERGIC1,54,15,3.8057927708424186
421,GO_Biological_Process_2023,Vesicle-Mediated Transport ,3.08955525606469,NAPA;BECN1;GDI1;ARHGAP1;INPPL1;AP2A1;CYTH2;ACTR1A;VPS51;CHMP1A;VPS16;AP1M1;RAB4A;JAGN1;AP3D1;CSNK1D;CSNK1E;MAPK8IP3;EPN1;DNM2;NECAP2;SNX17;HGS;RAB34;RAB35;PLIN3;CHMP6;CHMP7;ARF5,54,29,3.3678067665779534
422,GO_Biological_Process_2023,Protein Transport ,3.3102410800385726,NAPA;ACD;SAR1A;LRP1;SURF4;ARHGAP1;AP3D1;AP2A1;HDAC6;DNM2;SCAMP4;CTTN;SNX17;RAB34;CHMP1A;RAB35;RAB24;TBC1D13;TMED1;ARHGEF2;COPG1;RAB8A;ARF5;SNX6,54,24,3.0443841045717956
423,GO_Biological_Process_2023,Vesicle Coating ,13.536066010114451,TRAPPC3;TRAPPC6A;TRAPPC1;PEF1;TRAPPC6B;AP3D1;CSNK1D,54,7,2.7375245223650033
424,KEGG_2019_Mouse,Protein processing in endoplasmic reticulum,4.195595642923387,BCAP31;MBTPS1;SAR1A;ATF6B;SSR3;MOGS;RRBP1;UBE2G2;HSPBP1;RNF5;CKAP4;DNAJB1;NPLOC4;LMAN2;STUB1;MAP2K7,54,16,2.927210829197676
425,WikiPathways_2019_Mouse,Cholesterol Biosynthesis WP103,16.370495495495497,PMVK;MSMO1;MVD;DHCR7;FDFT1,54,5,2.5417948888135884
426,WikiPathways_2019_Mouse,Cholesterol metabolism ,6.7482993197278915,FADS2;SREBF1;PMVK;MSMO1;MVD;DHCR7;FADS1;FDFT1,54,8,2.5417948888135884
427,WikiPathways_2019_Mouse,EGFR1 Signaling Pathway WP572,3.0479431336963096,MAP2K3;NDUFA13;MAP2K2;PITPNA;INPPL1;ARAF;AP2A1;EPN1;MAPK7;RPS6KA2;AKT1;GRB2;MAP2K7;ZPR1,54,14,1.971144847256234
428,WikiPathways_2019_Mouse,Insulin Signaling WP65,3.183078491335372,MAP2K3;PTPN1;RAB4A;MAP2K2;MINK1;INPPL1;MAPK7;RPS6KA2;RAPGEF1;AKT1;GRB2;MAP2K7;STX4A,54,13,1.971144847256234
429,WikiPathways_2019_Mouse,IL-6 signaling Pathway WP387,3.564512595837897,CDK9;PTPA;PPP2CB;MAP2K2;RPS6KA2;INPPL1;AKT1;GRB2;FOXO4,54,9,1.5386414872763943
430,GO_Biological_Process_2023,Potassium Ion Transport ,9.659351457582703,KCNJ4;SLC24A4;SLC24A3;ABCC8;KCNJ12;KCNQ3;KCNA7;KCNK3,55,8,2.361172466916784
431,GO_Biological_Process_2023,Potassium Ion Transmembrane Transport ,8.788312462731067,KCNJ4;SLC24A4;SLC24A3;ABCC8;KCNJ12;KCNQ3;KCNA7;KCNK3,55,8,2.361172466916784
432,GO_Molecular_Function_2023,Metalloendopeptidase Activity ,9.605074821080024,ADAMTS2;ADAMTS19;PAPPA;ADAMTS17;MMP28;ADAM11,55,6,1.7797808766453058
433,GO_Molecular_Function_2023,Metallopeptidase Activity ,6.869524697110904,ADAMTS2;ADAMTS19;PAPPA;ADAMTS17;MMP28;ADAM11,55,6,1.496608866193719
434,GO_Molecular_Function_2023,Inhibitory Extracellular Ligand-Gated Monoatomic Ion Channel Activity ,166.46067415730337,GLRB;GABRA4,55,2,1.496608866193719
435,GO_Molecular_Function_2023,Basic Amino Acid Transmembrane Transporter Activity ,22.81201848998459,SLC7A4;SLC38A3;SLC7A2,55,3,1.496608866193719
436,GO_Molecular_Function_2023,Gap Junction Hemi-Channel Activity ,83.2247191011236,PANX2;GJA3,55,2,1.415498121608883
437,KEGG_2019_Mouse,Neuroactive ligand-receptor interaction,7.026781444285031,OPRD1;GLRB;GABRA4;P2RY2;HTR1D;ADRB1;GPR50;ADRA1B;APLN;CRHR2,55,10,3.207229062605756
438,KEGG_2019_Mouse,Cholinergic synapse,5.459028550241008,KCNJ4;KCNJ12;CAMK4;KCNQ3;ADCY1;ADCY5,55,6,1.309485392884778
439,KEGG_2019_Mouse,GABAergic synapse,6.585714285714285,PLCL1;GABRA4;ADCY1;SLC38A3;ADCY5,55,5,1.309485392884778
440,KEGG_2019_Mouse,Graft-versus-host disease,13.934086629001884,H2-Q2;H2-T-PS;GM8909,55,3,1.309485392884778
441,KEGG_2019_Mouse,Allograft rejection,13.199821587867977,H2-Q2;H2-T-PS;GM8909,55,3,1.309485392884778
442,WikiPathways_2019_Mouse,Nuclear Receptors WP509,16.904,VDR;PPARG;PPARA;RXRG;ESR2,55,5,3.044208971481062
443,WikiPathways_2019_Mouse,"GPCRs, Class A Rhodopsin-like WP189",10.60919540229885,OPRD1;P2RY2;HTR1D;ADRB1;GPR50;ADRA1B,55,6,3.044208971481062
444,WikiPathways_2019_Mouse,Monoamine GPCRs WP570,35.857142857142854,HTR1D;ADRB1;ADRA1B,55,3,2.6615586465158563
445,WikiPathways_2019_Mouse,Non-odorant GPCRs WP1396,6.337104907145492,OPRD1;P2RY2;HTR1D;ADRB1;GPR50;ADRA1B;CRHR2,55,7,2.6615586465158563
446,WikiPathways_2019_Mouse,Calcium Regulation in the Cardiac Cell WP553,4.833450820057333,GJA3;CAMK4;ADRB1;ADCY1;ADRA1B;RGS6;ADCY5,55,7,2.1560433800375747
447,GO_Biological_Process_2023,Aerobic Electron Transport Chain ,34.760288065843625,COX8A;NDUFA9;NDUFB9;NDUFA8;NDUFB7;NDUFB10;NDUFA2;SDHC;UQCR11;UQCR10;COX6A1;COX5B;COX6C;SDHB;COX5A;UQCRH;COX6B1;NDUFS7;NDUFS3;UQCRC1;NDUFS2;CYC1;NDUFV1,56,23,21.031032308966257
448,GO_Biological_Process_2023,Mitochondrial ATP Synthesis Coupled Electron Transport ,33.91016762019472,COX8A;NDUFA9;NDUFB9;NDUFA8;NDUFB7;NDUFB10;NDUFA2;SDHC;UQCR11;UQCR10;COX6A1;COX5B;COX6C;SDHB;COX5A;UQCRH;COX6B1;NDUFS7;NDUFS3;UQCRC1;NDUFS2;CYC1;NDUFV1,56,23,21.031032308966257
449,GO_Biological_Process_2023,Cellular Respiration ,26.70342869622188,NDUFB9;NDUFB7;NDUFB10;UQCR11;ETFB;UQCR10;COX6A1;COX5B;COX5A;UQCRH;CYC1;NDUFV1;COX8A;NDUFA9;NDUFA8;MDH2;NDUFA2;SDHC;COX6C;SDHB;COX6B1;NDUFS7;NDUFS3;UQCRC1;NDUFS2,56,25,21.031032308966257
450,GO_Biological_Process_2023,Aerobic Respiration ,21.947211155378486,NDUFA9;NDUFB9;NDUFA8;NDUFB7;NDUFB10;MDH2;NDUFA2;SDHC;SDHB;UQCRH;NDUFS7;NDUFS3;UQCRC1;NDUFS2;NDUFV1,56,15,11.010840846646214
451,GO_Biological_Process_2023,Oxidative Phosphorylation ,24.013071895424837,NDUFA9;NDUFB9;NDUFA8;NDUFB7;NDUFB10;NDUFA2;SDHC;SDHB;UQCRH;NDUFS7;NDUFS3;UQCRC1;NDUFS2;NDUFV1,56,14,10.684353562684501
452,GO_Molecular_Function_2023,Oxidoreduction-Driven Active Transmembrane Transporter Activity ,33.33719758064516,COX8A;NDUFA9;NDUFB9;NDUFA8;NDUFB7;NDUFB10;NDUFA2;UQCR10;COX5B;COX5A;UQCRH;COX6B1;COX7A2L;NDUFS7;NDUFS3;UQCRC1;NDUFS2;NDUFV1,56,18,16.234648968397277
453,GO_Molecular_Function_2023,RNA Binding ,3.4518600429802415,TOP2A;ARF1;DAZAP1;RRP1;RTCB;PEBP1;PARK7;SRP14;YBX3;MRPL2;PSMD4;SNRPD2;C1QBP;PSMD2;TMSB4X;LONP1;RPL37;HMGN2;SLC16A3;PARP1;PABPC4;RPL22;EDF1;ACTN4;TUFM;PSMA6;NHP2;FKBP4;PPIB;SLC25A5;SNRNP200;SF3B5;SF3B2;MAZ;MRPL12;STIP1;PCBP4;POLR2G;SPTBN1;ABCF1;RTRAF;FDPS;MDH2;GOT2;TUBB4B;LSM4;EIF1;CS;EIF6;MYBBP1A;EIF3L;EIF3I;NEDD4;PSMC1;EIF3G;UBA1;CALR;VIM;EIF3C;NOP53;EIF4G1,56,61,10.852089163143301
454,GO_Molecular_Function_2023,NADH Dehydrogenase ,27.360491071428573,NDUFA9;NDUFB9;NDUFA8;NDUFB7;NDUFB10;NDUFS7;NDUFA2;NDUFS3;NDUFS2;NDUFV1,56,10,8.057268578726326
455,GO_Molecular_Function_2023,NADH Dehydrogenase ,26.115056818181817,NDUFA9;NDUFB9;NDUFA8;NDUFB7;NDUFB10;NDUFS7;NDUFA2;NDUFS3;NDUFS2;NDUFV1,56,10,8.026263383797131
456,GO_Molecular_Function_2023,Active Monoatomic Ion Transmembrane Transporter Activity ,32.59357696566999,COX8A;COX7A2L;UQCRC1;UQCR10;COX5B;COX5A;UQCRH;COX6B1,56,8,6.842286721077421
457,KEGG_2019_Mouse,Huntington disease,24.754446754446754,NDUFB9;NDUFB7;NDUFB10;DCTN2;HDAC1;CLTA;UQCR11;ATP5H;ATP5G3;UQCR10;COX6A1;ATP5O;COX5B;AP2A2;COX5A;UQCRH;ATP5E;POLR2C;ATP5D;AP2S1;POLR2E;POLR2F;POLR2G;CYC1;NDUFV1;AP2M1;COX8A;NDUFA9;NDUFA8;GPX1;NDUFA2;SDHC;COX6C;SDHB;COX6B1;COX7A2L;NDUFS7;UQCRC1;NDUFS3;NDUFS2;BAX;VDAC1;SLC25A5;SLC25A4,56,44,37.18013507900059
458,KEGG_2019_Mouse,Parkinson disease,26.737860533041257,NDUFB9;NDUFB7;NDUFB10;UQCR11;PARK7;ATP5H;ATP5G3;UQCR10;COX6A1;ATP5O;COX5B;COX5A;UQCRH;GNAI2;ATP5E;ATP5D;CYC1;NDUFV1;COX8A;NDUFA9;NDUFA8;NDUFA2;SDHC;COX6C;SDHB;COX6B1;COX7A2L;NDUFS7;UQCRC1;NDUFS3;NDUFS2;VDAC1;UBA1;SLC25A5;SLC25A4,56,35,30.708370663924523
